"GAA19960180","2525 TARA LN, BRUNSWICK, GA, 31520","Match","Exact","2525 TARA LN, BRUNSWICK, GA, 31520","-81.488055051298,31.191135778938","9156020","R","13","127","000701","1050"
"CAA20000305","218 PARKVIEW S, ORCUTT, CA, 93455","Match","Exact","218 PARKVIEW S, ORCUTT, CA, 93455","-120.431421266308,34.877993601258","617079305","L","06","083","002009","3000"
"AKA19970010","1800 NORTHWOOD DR, JUNEAU, AK, 99801","No_Match"
"AZA19990055","1501 S HWY 79, FLORENCE, AZ, 85132","Match","Non_Exact","1501 STATE RTE 79 BUS, FLORENCE, AZ, 85132","-111.385706040769,33.0171860074","643548423","R","04","021","000902","1110"
"GAA19960185","43 TOWER CIR, ROCKMART, GA, 30153","No_Match"
"GAA20090060","307 STANFIELD RD, LA FAYETTE, GA, 30728","Match","Exact","307 STANFIELD RD, LA FAYETTE, GA, 30728","-85.2742198201,34.729637429761","66726816","L","13","295","020701","2010"
"GAA20090065","3361 N LUMPKIN RD, COLUMBUS, GA, 31903","Match","Exact","3361 N LUMPKIN RD, COLUMBUS, GA, 31903","-84.953295940394,32.434880091724","98942028","L","13","215","003000","2018"
"CAA20080455","240 OCEAN OAKS LN, AVILA BEACH, CA, ","Match","Non_Exact","240 OCEAN OAKS DR, AVILA BEACH, CA, 93424","-120.731824575224,35.181590643863","645335787","L","06","079","011600","3052"
"LAA19980040","419 EMERALD TRACE DR, RUSTON, LA, 71270","Match","Exact","419 EMERALD TRACE DR, RUSTON, LA, 71270","-92.633155508391,32.499463357938","644101361","L","22","061","960800","3008"
"IAA20010055","1060 SCOTT PARK DR, IOWA CITY, IA, 52245","Match","Exact","1060 SCOTT PARK DR, IOWA CITY, IA, 52245","-91.481396446851,41.660459597923","84510515","R","19","103","010501","3046"
"ILA20170002","225 N 1ST ST, CARY, IL, 60013","Match","Exact","225 N 1ST ST, CARY, IL, 60013","-88.23817327448,42.210966243054","119824103","R","17","111","871307","3010"
"GAA19960170","106 TYBEE CT, AUGUSTA, GA, 30901","Match","Exact","106 TYBEE CT, AUGUSTA, GA, 30901","-81.934227642559,33.455905440511","55652261","R","13","245","010602","1027"
"KSA19990005","610 NW SECOND ST, ABILENE, KS, 67410","Match","Exact","610 NW 2ND ST, ABILENE, KS, 67410","-97.22024178679,38.916335985619","88106749","L","20","041","084400","3057"
"GAA19960175","102 E 11TH AVE, CORDELE, GA, 31015","Match","Non_Exact","102 11TH AVE E, CORDELE, GA, 31015","-83.782563223205,31.969036326891","15652321","L","13","081","010300","3048"
"AZA19990065","344 N POTTEBAUM RD, CASA GRANDE, AZ, 85122","Match","Exact","344 N POTTEBAUM RD, CASA GRANDE, AZ, 85122","-111.727047817345,32.875526570315","657423231","R","04","021","001406","2000"
"GAA20090050","283 NANCY DR, HARTWELL, GA, 30643","Match","Exact","283 NANCY DR, HARTWELL, GA, 30643","-82.911932708192,34.35876233484","618347625","R","13","147","960503","1028"
"AZA19990060","251 N 114TH ST, APACHE JUNCTION, AZ, 85120","Match","Exact","251 N 114TH ST, APACHE JUNCTION, AZ, 85120","-111.584953433876,33.42007646758","128257573","R","04","013","420116","3001"
"CAA20080465","250 W 15TH AVE, ESCONDIDO, CA, 92025","Match","Exact","250 W 15TH AVE, ESCONDIDO, CA, 92025","-117.074626264181,33.108144961828","657455118","R","06","073","020601","3014"
"IAA20010060","2331 SHERWOOD DR, COUNCIL BLUFFS, IA, 51503","Match","Non_Exact","2331 N SHERWOOD DR, COUNCIL BLUFFS, IA, 51503","-95.813109592088,41.281645385783","617972163","R","19","155","031800","1001"
"COA19950015","405 NOGAL RD, EAGLE, CO, ","Match","Exact","405 NOGAL RD, EAGLE, CO, 81631","-106.817961356872,39.660660435374","655526515","R","08","037","000404","1023"
"CAA20080460","340 S DOWNS ST, RIDGECREST, CA, 93555","Match","Non_Exact","340 DOWNS ST, RIDGECREST, CA, 93555","-117.687767552071,35.617356875729","636336916","L","06","029","005408","1003"
"COA19950010","230 COFFMAN ST, LONGMONT, CO, 80501","Match","Exact","230 COFFMAN ST, LONGMONT, CO, 80501","-105.103759842886,40.162522176406","220759872","R","08","013","013302","2012"
"LAA19890025","199 CEDARWOOD DR, NEW LLANO, LA, 71461","No_Match"
"CAA20030180","100 CHILPANCINGO PKWY, PLEASANT HILL, CA, 94523","Match","Exact","100 CHILPANCINGO PKWY, PLEASANT HILL, CA, 94523","-122.068176985158,37.974849628707","655812931","R","06","013","321200","2009"
"AKA19970035","454 W HANAGITA, VALDEZ, AK, 99686","Match","Non_Exact","454 W HANAGITA ST, VALDEZ, AK, 99686","-146.364611463533,61.136965095275","191118754","R","02","063","000300","4043"
"KSA19990010","13132 KANSAS AVE, BONNER SPRINGS, KS, 66012","Match","Exact","13132 KANSAS AVE, BONNER SPRINGS, KS, 66012","-94.88479817085,39.087161550971","635816794","R","20","209","044807","2014"
"AKA19970030","949 MCGOWN ST, FAIRBANKS, AK, ","Match","Exact","949 MCGOWN ST, FAIRBANKS, AK, 99701","-147.73973680261,64.839045487734","190913084","R","02","090","000200","3008"
"COA19950020","505 WILLOW LN, FRASER, CO, ","Match","Non_Exact","505 P WILLOW LN, FRASER, CO, 80442","-105.81283663519,39.947044482834","105879519","R","08","049","000203","1007"
"CAA20080475","928 66TH AVE, OAKLAND, CA, 94621","Match","Exact","928 66TH AVE, OAKLAND, CA, 94621","-122.199833860922,37.757362027626","618139090","R","06","001","408800","2009"
"IAA20010075","2300 SUNNER AVE, SPIRIT LAKE, IA, 51360","Match","Exact","2300 SUNNER AVE, SPIRIT LAKE, IA, 51360","-95.117930660679,43.418308529262","627105799","R","19","059","450502","2004"
